sentiment,text
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,I was thinking we should have a gay cowboy party in honor of Val's starring performance in Titus.: ) And because I love Brokeback Mountain..
Positive,"Brokeback Mountain was amazing, and made me cry like a bitch."
Positive,"Brokeback Mountain is an excellent movie, I love it after watching it!"
Positive,"that's like asking if "" brokeback mountain "" is a good rep of cowboys..."
Positive," Brokeback Mountain  is a great short story and explains more, oddly enough, than the movie does, even though both cover the same chronological ground."
Positive,Brokeback Mountain is a good flick.
Positive,I liked the movie Brokeback Mountain.
Positive,I want to do something unexpected I am not going to do something like Brokeback Mountain or Rent or Crash or anything like that because those movies are basically about diversity.
Positive,and i wanna shout out a big fat thank you to esther for calling me and asking if i wanted the brokeback mountain screenplay from the mph sale at the expo...
Positive,"no, I hope this doesn't end up like Brokeback Mountain."
Positive,gosh i miss telling Brokeback Mountain news!.
Positive,"gotta luv brokeback mountain, lol.."
Positive,"it got to every one of of us watching, whereas Brokeback Mountain was only beautiful to us kids ( my brother and two cousins and I watched it with my parents )."
Positive,brokeback mountain is amazing..
Positive,I enjoyed Brokeback Mountain-watched it twice.
Positive,I did kinda like Brokeback Mountain though...
Positive,"And, I mean, I love Brokeback Mountain."
Positive, Brokeback Mountain  was also very excellent.
Positive,yeah i know the two movies are of different genres but personally i like brokeback mountain better...
Positive,I still love Brokeback Mountain and Queer eye.
Positive,"I liked Crash a lot, I liked Brokeback Mountain, but GN & GL was the important movie that the other two were hyped as being..."
Positive,i miss Brokeback Mountain.
Positive,brokeback mountain was pretty awesome.
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain.
Positive,"Brokeback Mountain-Beautiful, sweeping, moving..."
Positive,"It's BBM, a Jake / Heath RPS story, so I figured there would be interest here since a lot of you, I know, saw and loved Brokeback Mountain."
Positive,And I like BROKEBACK MOUNTAIN.
Positive,i love brokeback mountain..
Positive,I love Brokeback mountain.
Positive,"So, I really liked Brokeback Mountain."
Positive,"We were at Dick's and yes, Daniel's hat actually says "" I love Brokeback Mountain ""!!!"
Positive,"Brokeback Mountain is a beautiful place, picturesque, quaintly attractive, impressive."
Positive,"we watched Brokeback Mountain, which was awesome."
Positive,"Then back to my house to watch "" Brokeback Mountain "" which is a beautiful movie yet sad."
Positive,Brokeback Mountain is awesome!.
Positive,Yesterday an asian tourist got off one of our horses and hugged one of the wranglers and told him'I loved Brokeback Mountain '.
Positive,= O I loved brokeback mountain and it made me cry!
Positive,Brokeback Mountain was an awesome movie.
Positive,Brokeback Mountain was beautiful..
Positive,so i heard brokeback mountain was an AWESOME move!!
Positive,brokeback mountain is such a beautiful movie.
Positive,brokeback mountain is a beautiful story-i hope you get your hands on a copy.
Positive,Brokeback mountain is BEAUTIFUL.
Positive,"Man, I love Brokeback Mountain."
Positive,"Brokeback Mountain is an awesome love story, it was really sad..."
Positive,"I loved Brokeback Mountain, Good Night and Good Luck and Riding Giants the most, and Napoleon Dynamite the least..."
Positive,"I LOVE Brokeback Mountain, but that is such a silly PC choice for best kiss."
Positive,"Anyway, I LOVED Brokeback Mountain..."
Positive,i thought that brokeback mountain was unbelievably beautiful!
Positive,I loved Brokeback Mountain and will check out the short stories one of these days..
Positive,I LOVE BROKEBACK MOUNTAIN!!!
Positive,I LOVED BROKEBACK MOUNTAIN..
Positive,I love brokeback mountain so much!!!!.
Positive,Brokeback Mountain is a spectacularly beautiful movie.
Positive,"I mean, of course, you know that I love Brokeback Mountain, which, I confess, might make my judgement biased."
Positive,I love Brokeback Mountain.
Positive,I also loved Brokeback Mountain.
Positive,I love BROKEBACK MOUNTAIN...
Positive,Brokeback Mountain is a beautiful movie..
Positive,"Positive6 £ © Brokeback Hill-Form 2 because I love Brokeback Mountain -- the movie, not because I'm queer, of course I ain't.."
Positive,Why I love Brokeback Mountain.
Positive,brokeback mountain is such an awesome movie.
Positive,even though i really loved brokeback mountain...
Positive,and we snuck in ] and going to Springer's. [ BROKEBACK MOUNTAIN IS AWESOME!!!-Yes I finally saw it.
Positive,i LOVE brokeback mountain..
Positive,i love brokeback mountain.
Positive,who LOVED brokeback mountain:.
Positive,"after supper, we watched brokeback mountain, which is an awesome movie!"
Positive,I LOVE BROKEBACK MOUNTAIN..
Positive,"Watched "" Brokeback Mountain "", which was really beautiful and sad."
Positive,"fell asleep during the latter one, but i loved "" brokeback mountain."
Positive,I love brokeback mountain with all of my tiny pink heart...
Positive,So have I mentioned how much I love Brokeback Mountain yet?!
Positive,"As much as I love Brokeback Mountain, it is such a shame that Capote and Transamerica("
Positive,"I love "" Brokeback Mountain "".."
Positive,DID I MENTION I LOVE BROKEBACK MOUNTAIN.
Positive,I LOVE Brokeback Mountain!!
Positive,"I love Brokeback Mountain, but it's really sad.:(.."
Positive,I love brokeback mountain.
Positive,"That's why I love brokeback mountain, apart from Ang Lee.."
Positive,i loved brokeback mountain!
Positive,Brokeback Mountain is a beautiful film..
Positive,I just love brokeback mountain....
Positive,Brokeback Mountain was awesome..
Positive,"in any case, i LOVED brokeback mountain."
Positive,", but I LOVE brokeback mountain."
Positive,I love playing defensive positions and i love brokeback mountain..
Positive,I loved Brokeback mountain but then again i love gays lol.
Positive,BROKEBACK MOUNTAIN WAS AWESOME!!!!
Positive,brokeback mountain is awesome.
Positive,I loved Brokeback Mountain.
Positive,I LOVE BROKEBACK MOUNTAIN!....
Positive,"I really love Brokeback Mountain, its a wonderful film!!!"
Positive,Brokeback Mountain is a beautiful movie...
Positive,I love Brokeback Mountain....
Positive,I loved brokeback mountain..
Positive," Brokeback Mountain was an awesome movie. < 33..
Positive	Thank u! omg I love Brokeback Mountain!
Positive	I love Brokeback Mountain.
Positive	I love brokeback mountain.
Positive	Brokeback Mountain is a beautiful movie...
Positive	I LOVE Brokeback Mountain...
Positive	I loved brokeback mountain.
Positive	I LOVE BROKEBACK MOUNTAIN!!!!..
Positive	I actually loved Brokeback Mountain..
Positive	By the way, Brokeback Mountain is beautiful..
Positive	and Brokeback mountain was AWESOME.
Positive	 I could have discussed the abortion ban in South Dakota, or how I love Brokeback Mountain, or how I'd really like to go to a strip club to better understand the sexual politics of the industry."
Positive,but I loved Brokeback Mountain!.
Positive,i love brokeback mountain.
Positive,OMG I loved Brokeback Mountain!
Positive,* brokeback mountain is an awesome movie..
Positive,I loved Brokeback Mountain...
Positive,i love brokeback mountain..
Positive,I love Brokeback mountain!.
Positive,why i love brokeback mountain.
Positive,I LOVED BROKEBACK MOUNTAIN!..
Positive,hey wait i love brokeback mountain!
Positive,I love Brokeback Mountain.
Positive,Brokeback Mountain was beautiful.
Positive,lol i love brokeback mountain.
Positive,"I haven't seen Crash-and everyone tells me it's fabulous, but I just love Brokeback Mountain..."
Positive,i loved brokeback mountain!..
Positive,i love brokeback mountain!!!.
Positive,i love when brokeback mountain won at the critics choice awards they played its so easy to fall in love....
Positive,"I loved Brokeback Mountain, but I always wondered what would have happened if Ennis decided to spend the rest of his life with Jack..."
Positive,I LOVE Brokeback Mountain!!!.
Positive,", and i love brokeback mountain..."
Positive,"I love Brokeback Mountain because it is a great story, great acting..."
Positive,"I've yet to see it, and while I loved Brokeback Mountain, don't really feel like it deserved the honor."
Positive,i love brokeback mountain......
Positive,"i'm gayer than a picnic basket, and i love brokeback mountain, but crash was in my opinion the best movie of last year."
Positive,I love Brokeback Mountain.
Positive,awesome Brokeback Mountain!!
Positive, Brokeback Mountain  was a beautiful movie and it haunted me for days after seeing it...
Positive,Brokeback Mountain-hard to ignore beautiful photography.
Positive,i am love brokeback mountain madly.
Positive,Brokeback Mountain was beautiful...
Positive,brokeback mountain is awesome.
Positive,brokeback mountain was awesome.
Positive,Brokeback Mountain sounds beautiful...
Positive,"P. S. change background, I love Brokeback Mountain, I love Jake so much!.."
Positive,Brokeback Mountain was the most tragically beautiful movie I have ever...
Positive,I loved Brokeback Mountain.
Positive,I love Brokeback Mountain!
Positive,I love Brokeback Mountain...
Positive,Brokeback Mountain is THE most amazing / beautiful / romantic / heartbraking movie i have ever or will ever see in my life......
Positive,because i just SO DEARLY LOVE brokeback mountain..
Positive,Brokeback Mountain was a pretty awesome movie.
Positive,We went to see Brokeback Mountain which was a truly beautiful film and I'm ashamed to say I wept for a full five minutes afterwards.
Positive,"I thought Brokeback Mountain was beautiful too, and I cried too, which I NEVER do in the theater..."
Positive,brokeback mountain was beautiful.
Positive, brokeback mountain -it was awesome.
Positive,Brokeback Mountain is a beautiful movie that is carefully done.
Positive,Brokeback Mountain is awesome.
Positive,I Love you and brokeback mountain was a success.
Positive,"Derek and I saw 3 movies, Brokeback Mountain, which was beautiful, I almost cried."
Positive,Brokeback Mountain was beautiful and heartbreaking.....
Positive,"' Brokeback Mountain'is so beautiful, and so amazing, and so freaking sad."
Positive,Brokeback Mountain was beautiful.
Positive,i love brokeback mountain.
Positive,Brokeback mountain was an awesome movie.
Positive,"Friday i went to see Brokeback Mountain, which is beautiful("
Positive,"No matter how much I love Brokeback Mountain, Crash definitely deserved the Oscar as best movie this year."
Positive,"I LOVE BROKEBACK MOUNTAIN, I LOVE ANG LEE, I LOVE JAKE GYLLENHAAL, I LOVE HEATH LEDER SO MUCH.."
Positive,I LOVE Brokeback Mountain!!!!!
Positive,Brokeback Mountain is beautiful...
Positive,Brokeback Mountain is a beautiful film!.
Positive,I have to say that I loved Brokeback Mountain.
Positive,mrs yip said Brokeback Mountain is awesome..
Positive,and i love brokeback mountain too...: ]..
Positive,BROKEBACK MOUNTAIN WAS A BEAUTIFUL MOVIE..
Positive,i love brokeback mountain!
Positive,I LOVE BROKEBACK MOUNTAIN!
Positive,"Even though I loved Brokeback Mountain, I'm very happy Crash won Best Picture."
Positive,"He generally had crap, but he did have Brokeback Mountain, which was awesome."
Positive,Score-Brokeback Mountain had a beautiful score.
Positive," I loved Brokeback Mountain and I haven't seen Crash, but I still feel like people are...
Positive	If you know me at all, you know that I absolutely love Brokeback Mountain.
Positive	I love brokeback Mountain!..
Positive	Brokeback Mountain is still a beautiful film, and nothing changes that!..
Positive	Brokeback Mountain had a beautiful score, and since it did not receive Best Picture, they had to give it something, not just best director.
Positive	i loved brokeback mountain!:(
Positive	Brokeback Mountain-This movie is beautiful start to finish.
Positive	And I heard that Brokeback Mountain is AWESOME!..
Positive	Beautiful random thoughts on Brokeback Mountain.
Positive	i LOVE back to the future, and i love brokeback mountain.
Positive	Well, Brokeback Mountain was pretty awesome too, but this movie......
Positive	Brokeback mountain was awesome.
Positive	Brokeback Mountain which was AWESOME..
Positive	I think I may just be bitter because I absolutely loved Brokeback Mountain and when you say you liked some other movie(
Positive	Brokeback Mountain is bound to be awesome...
Positive	Brokeback Mountain is beautiful(
Positive	Don't get me wrong, I love brokeback mountain, but I think it has more to do that only white people can talk about racism and wins an oscar.
Positive	I loved Brokeback Mountain, though I think you're right about its being acceptable in mainstream culture because it doesn't challenge that culture's heteronormativity.
Positive	I love Brokeback Mountain and I'm so dissapointed and surprised that it did not win the best picture and best actor...
Positive	Brokeback Mountain was awesome.
Positive	Brokeback Mountain is packed with beautiful sceneries and such.
Positive	I love Brokeback Mountain.
Positive	I love Brokeback Mountain....
Positive	He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..
Positive	Brokeback Mountain was so awesome.
Positive	Brokeback Mountain was an AWESOME movie.
Positive	man i loved brokeback mountain!
Positive	dudeee i LOVED brokeback mountain!!!!
Positive	I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive	Anyway, thats why I love  Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
